date,wetness_index_v20_ip,wetness_index_v20_vik,trailing_2_week_mean_nwi_v20_ip,trailing_2_week_mean_nwi_v20_vik,normalized_wetness_index_v20_vik,normalized_wetness_index_v20_ip,Actual UKLNI (taf),ukl_net_inflow_smoothed,normalized_30_d_trailing_sum_UKLNI,Normalized 30-d trailing sum UKLNI
9/15/2024,0.2787582236826892,0.281409714,NA,,0.065423791,0.062762422,1.097151539,1.0970640843502415,0.4180328377451832,0.421052128
9/16/2024,0.28053091663391844,0.281049183,NA,,0.062660094,0.062531419,1.401973959,1.4018811938159303,0.4257055540965945,0.428245603
9/17/2024,0.28967908586976976,0.290067394,NA,,0.069705922,0.06972496,1.373950699,1.3739649327170769,0.43666526603080064,0.43877966
9/18/2024,0.2857738428086996,0.292327573,NA,,0.067771929,0.060745775,1.045813671,1.0457425322776492,0.454160653,0.455933576
9/19/2024,0.2857309045837302,0.286964306,NA,,0.059987384,0.058610055,1.310657583,1.3106126857832103,0.45566968034959254,0.457154521
9/20/2024,0.2828963262830347,0.283187882,NA,,0.049660587,0.049225412418329596,1.373509903,1.3736357947468485,0.4623973936883013,0.463650168
9/21/2024,0.28551793109175155,0.285754364,NA,,0.045484583,0.044771534,1.546681101,1.5468556608059965,0.4693097721444188,0.470359714
9/22/2024,0.28710066,0.287363806,NA,,0.043734286,0.043268921,1.68087314,1.6810135458826645,0.4759058475988456,0.476787007
9/23/2024,0.2848688041394444,0.286911063,NA,,0.042080457,0.039865440143019876,1.387330229,1.387402949,0.4922206543823986,0.492944398
9/24/2024,0.2835888059002784,0.288878243,NA,,0.042394871,0.037411867,1.314288127,1.3141640159892127,0.4909598771946815,0.491565265
9/25/2024,0.28840652179594456,0.290059776,NA,,0.041682175,0.040169747,1.446549688,1.4464164089552134,0.482649414,0.483158005
9/26/2024,0.2902717194591754,0.290599286,NA,,0.040580076,0.039950884495600615,1.410959645,1.4109127621924171,0.4744000560953526,0.474831667
9/27/2024,0.2852313424271753,0.291494172,NA,,0.039533489,0.033634961970825196,1.341806989,1.3418378122998451,0.4644827053285932,0.464845201
9/28/2024,0.2879368478244173,0.288537323,0.048341485,,0.034763999,0.034107385,1.409910117,1.4099198961693509,0.4405968686756447,0.440897273
