ukl_ft_navd88,ukl_ft_usbrkb,tot_cap_taf,act_cap_taf,inund_area_ac
4143.73,4141.72,697.829,430.525,"89,553"
4143.74,4141.73,698.724,431.421,"89,567"
4143.75,4141.74,699.620,432.316,"89,581"
4143.76,4141.75,700.516,433.212,"89,595"
4143.77,4141.76,701.412,434.108,"89,609"
4143.78,4141.77,702.308,435.004,"89,623"
4143.79,4141.78,703.204,435.901,"89,637"
4143.80,4141.79,704.101,436.797,"89,650"
4143.81,4141.80,704.997,437.694,"89,664"
4143.82,4141.81,705.894,438.590,"89,677"
4143.83,4141.82,706.791,439.487,"89,691"
4143.84,4141.83,707.688,440.384,"89,704"
4143.85,4141.84,708.585,441.281,"89,718"
4143.86,4141.85,709.482,442.179,"89,731"
4143.87,4141.86,710.380,443.076,"89,744"
4143.88,4141.87,711.277,443.973,"89,757"
4143.89,4141.88,712.175,444.871,"89,770"
4143.90,4141.89,713.073,445.769,"89,783"
4143.91,4141.90,713.970,446.667,"89,796"
4143.92,4141.91,714.868,447.565,"89,809"
4143.93,4141.92,715.767,448.463,"89,822"
4143.94,4141.93,716.665,449.361,"89,834"
4143.95,4141.94,717.563,450.260,"89,847"
4143.96,4141.95,718.462,451.158,"89,860"
4143.97,4141.96,719.361,452.057,"89,872"
4143.98,4141.97,720.259,452.956,"89,885"
4143.99,4141.98,721.158,453.854,"89,897"
4144.00,4141.99,722.057,454.754,"89,909"
4144.01,4142.00,722.956,455.653,"89,927"
4144.02,4142.01,723.856,456.552,"89,941"
4144.03,4142.02,724.755,457.452,"89,953"
4144.04,4142.03,725.655,458.351,"89,965"
4144.05,4142.04,726.555,459.251,"89,977"
4144.06,4142.05,727.454,460.151,"89,988"
4144.07,4142.06,728.354,461.051,"89,999"
4144.08,4142.07,729.254,461.951,"90,010"
4144.09,4142.08,730.155,462.851,"90,020"
4144.10,4142.09,731.055,463.751,"90,030"
4144.11,4142.10,731.955,464.651,"90,041"
4144.12,4142.11,732.856,465.552,"90,051"
4144.13,4142.12,733.756,466.452,"90,061"
4144.14,4142.13,734.657,467.353,"90,070"
4144.15,4142.14,735.558,468.254,"90,080"
4144.16,4142.15,736.458,469.155,"90,090"
4144.17,4142.16,737.359,470.056,"90,099"
4144.18,4142.17,738.260,470.957,"90,108"
4144.19,4142.18,739.161,471.858,"90,118"
4144.20,4142.19,740.063,472.759,"90,127"
4144.21,4142.20,740.964,473.660,"90,136"
4144.22,4142.21,741.865,474.562,"90,145"
4144.23,4142.22,742.767,475.463,"90,154"
4144.24,4142.23,743.669,476.365,"90,163"
4144.25,4142.24,744.570,477.266,"90,172"
4144.26,4142.25,745.472,478.168,"90,181"
4144.27,4142.26,746.374,479.070,"90,190"
4144.28,4142.27,747.276,479.972,"90,198"
4144.29,4142.28,748.178,480.874,"90,207"
4144.30,4142.29,749.080,481.776,"90,216"
4144.31,4142.30,749.982,482.678,"90,224"
4144.32,4142.31,750.884,483.581,"90,233"
4144.33,4142.32,751.787,484.483,"90,241"
4144.34,4142.33,752.689,485.385,"90,250"
4144.35,4142.34,753.592,486.288,"90,258"
4144.36,4142.35,754.494,487.191,"90,267"
4144.37,4142.36,755.397,488.093,"90,275"
4144.38,4142.37,756.300,488.996,"90,283"
4144.39,4142.38,757.203,489.899,"90,292"
4144.40,4142.39,758.106,490.802,"90,300"
4144.41,4142.40,759.009,491.705,"90,308"
4144.42,4142.41,759.912,492.608,"90,316"
4144.43,4142.42,760.815,493.511,"90,325"
4144.44,4142.43,761.718,494.415,"90,333"
4144.45,4142.44,762.622,495.318,"90,341"
4144.46,4142.45,763.525,496.221,"90,349"
4144.47,4142.46,764.429,497.125,"90,357"
4144.48,4142.47,765.332,498.029,"90,365"
4144.49,4142.48,766.236,498.932,"90,373"
4144.50,4142.49,767.140,499.836,"90,381"
4144.51,4142.50,768.044,500.740,"90,389"
4144.52,4142.51,768.948,501.644,"90,397"
4144.53,4142.52,769.852,502.548,"90,405"
4144.54,4142.53,770.756,503.452,"90,413"
4144.55,4142.54,771.660,504.356,"90,421"
4144.56,4142.55,772.564,505.260,"90,428"
4144.57,4142.56,773.468,506.165,"90,436"
4144.58,4142.57,774.373,507.069,"90,444"
4144.59,4142.58,775.277,507.974,"90,452"
4144.60,4142.59,776.182,508.878,"90,460"
4144.61,4142.60,777.086,509.783,"90,467"
4144.62,4142.61,777.991,510.687,"90,475"
4144.63,4142.62,778.896,511.592,"90,483"
4144.64,4142.63,779.801,512.497,"90,490"
4144.65,4142.64,780.706,513.402,"90,498"
4144.66,4142.65,781.611,514.307,"90,506"
4144.67,4142.66,782.516,515.212,"90,513"
4144.68,4142.67,783.421,516.117,"90,521"
4144.69,4142.68,784.326,517.023,"90,528"
4144.70,4142.69,785.232,517.928,"90,536"
4144.71,4142.70,786.137,518.833,"90,544"
4144.72,4142.71,787.042,519.739,"90,551"
4144.73,4142.72,787.948,520.644,"90,559"
4144.74,4142.73,788.854,521.550,"90,566"
4144.75,4142.74,789.759,522.456,"90,574"
4144.76,4142.75,790.665,523.361,"90,581"
4144.77,4142.76,791.571,524.267,"90,589"
4144.78,4142.77,792.477,525.173,"90,596"
4144.79,4142.78,793.383,526.079,"90,603"
4144.80,4142.79,794.289,526.985,"90,611"
4144.81,4142.80,795.195,527.891,"90,618"
4144.82,4142.81,796.101,528.798,"90,626"
4144.83,4142.82,797.008,529.704,"90,633"
4144.84,4142.83,797.914,530.610,"90,640"
4144.85,4142.84,798.820,531.517,"90,648"
4144.86,4142.85,799.727,532.423,"90,655"
4144.87,4142.86,800.634,533.330,"90,662"
4144.88,4142.87,801.540,534.236,"90,670"
4144.89,4142.88,802.447,535.143,"90,677"
4144.90,4142.89,803.354,536.050,"90,684"
4144.91,4142.90,804.261,536.957,"90,692"
4144.92,4142.91,805.168,537.864,"90,699"
4144.93,4142.92,806.075,538.771,"90,706"
4144.94,4142.93,806.982,539.678,"90,713"
4144.95,4142.94,807.889,540.585,"90,720"
4144.96,4142.95,808.796,541.492,"90,728"
4144.97,4142.96,809.703,542.400,"90,735"
4144.98,4142.97,810.611,543.307,"90,742"
4144.99,4142.98,811.518,544.215,"90,749"
4145.00,4142.99,812.426,545.122,"90,756"
4145.01,4143.00,813.333,546.030,"90,771"
4145.02,4143.01,814.241,546.937,"90,782"
4145.03,4143.02,815.149,547.845,"90,792"
4145.04,4143.03,816.057,548.753,"90,801"
4145.05,4143.04,816.965,549.661,"90,810"
4145.06,4143.05,817.873,550.570,"90,819"
4145.07,4143.06,818.781,551.478,"90,827"
4145.08,4143.07,819.690,552.386,"90,835"
4145.09,4143.08,820.598,553.294,"90,843"
4145.10,4143.09,821.507,554.203,"90,851"
4145.11,4143.10,822.415,555.111,"90,859"
4145.12,4143.11,823.324,556.020,"90,866"
4145.13,4143.12,824.233,556.929,"90,874"
4145.14,4143.13,825.141,557.838,"90,881"
4145.15,4143.14,826.050,558.746,"90,888"
4145.16,4143.15,826.959,559.655,"90,895"
4145.17,4143.16,827.868,560.564,"90,902"
4145.18,4143.17,828.777,561.473,"90,909"
4145.19,4143.18,829.686,562.383,"90,916"
4145.20,4143.19,830.595,563.292,"90,923"
4145.21,4143.20,831.505,564.201,"90,930"
4145.22,4143.21,832.414,565.110,"90,936"
4145.23,4143.22,833.323,566.020,"90,943"
4145.24,4143.23,834.233,566.929,"90,949"
4145.25,4143.24,835.142,567.839,"90,956"
4145.26,4143.25,836.052,568.748,"90,962"
4145.27,4143.26,836.962,569.658,"90,969"
4145.28,4143.27,837.871,570.568,"90,975"
4145.29,4143.28,838.781,571.477,"90,982"
4145.30,4143.29,839.691,572.387,"90,988"
4145.31,4143.30,840.601,573.297,"90,994"
4145.32,4143.31,841.511,574.207,"91,000"
4145.33,4143.32,842.421,575.117,"91,006"
4145.34,4143.33,843.331,576.027,"91,013"
4145.35,4143.34,844.241,576.937,"91,019"
4145.36,4143.35,845.151,577.848,"91,025"
4145.37,4143.36,846.062,578.758,"91,031"
4145.38,4143.37,846.972,579.668,"91,037"
4145.39,4143.38,847.882,580.579,"91,043"
4145.40,4143.39,848.793,581.489,"91,049"
4145.41,4143.40,849.703,582.400,"91,055"
4145.42,4143.41,850.614,583.310,"91,061"
4145.43,4143.42,851.525,584.221,"91,066"
4145.44,4143.43,852.435,585.132,"91,072"
4145.45,4143.44,853.346,586.042,"91,078"
4145.46,4143.45,854.257,586.953,"91,084"
4145.47,4143.46,855.168,587.864,"91,090"
4145.48,4143.47,856.079,588.775,"91,095"
4145.49,4143.48,856.990,589.686,"91,101"
4145.50,4143.49,857.901,590.597,"91,107"
4145.51,4143.50,858.812,591.508,"91,113"
4145.52,4143.51,859.723,592.419,"91,118"
4145.53,4143.52,860.634,593.330,"91,124"
4145.54,4143.53,861.545,594.242,"91,130"
4145.55,4143.54,862.457,595.153,"91,135"
4145.56,4143.55,863.368,596.064,"91,141"
4145.57,4143.56,864.280,596.976,"91,146"
4145.58,4143.57,865.191,597.887,"91,152"
4145.59,4143.58,866.103,598.799,"91,157"
4145.60,4143.59,867.014,599.710,"91,163"
4145.61,4143.60,867.926,600.622,"91,168"
4145.62,4143.61,868.838,601.534,"91,174"
4145.63,4143.62,869.749,602.446,"91,179"
4145.64,4143.63,870.661,603.357,"91,185"
4145.65,4143.64,871.573,604.269,"91,190"
4145.66,4143.65,872.485,605.181,"91,196"
4145.67,4143.66,873.397,606.093,"91,201"
4145.68,4143.67,874.309,607.005,"91,206"
4145.69,4143.68,875.221,607.917,"91,212"
4145.70,4143.69,876.133,608.829,"91,217"
4145.71,4143.70,877.045,609.742,"91,222"
4145.72,4143.71,877.958,610.654,"91,228"
4145.73,4143.72,878.870,611.566,"91,233"
4145.74,4143.73,879.782,612.479,"91,238"
4145.75,4143.74,880.695,613.391,"91,244"
4145.76,4143.75,881.607,614.303,"91,249"
4145.77,4143.76,882.520,615.216,"91,254"
4145.78,4143.77,883.432,616.129,"91,259"
4145.79,4143.78,884.345,617.041,"91,265"
4145.80,4143.79,885.258,617.954,"91,270"
4145.81,4143.80,886.170,618.867,"91,275"
4145.82,4143.81,887.083,619.779,"91,280"
4145.83,4143.82,887.996,620.692,"91,285"
4145.84,4143.83,888.909,621.605,"91,291"
4145.85,4143.84,889.822,622.518,"91,296"
4145.86,4143.85,890.735,623.431,"91,301"
4145.87,4143.86,891.648,624.344,"91,306"
4145.88,4143.87,892.561,625.257,"91,311"
4145.89,4143.88,893.474,626.170,"91,316"
4145.90,4143.89,894.387,627.083,"91,321"
4145.91,4143.90,895.300,627.997,"91,327"
4145.92,4143.91,896.214,628.910,"91,332"
4145.93,4143.92,897.127,629.823,"91,337"
4145.94,4143.93,898.040,630.737,"91,342"
4145.95,4143.94,898.954,631.650,"91,347"
4145.96,4143.95,899.867,632.564,"91,352"
4145.97,4143.96,900.781,633.477,"91,357"
4145.98,4143.97,901.694,634.391,"91,362"
4145.99,4143.98,902.608,635.304,"91,367"
4146.00,4143.99,903.522,636.218,"91,372"
4146.01,4144.00,904.436,637.132,"91,384"
4146.02,4144.01,905.349,638.046,"91,393"
4146.03,4144.02,906.263,638.960,"91,401"
4146.04,4144.03,907.177,639.874,"91,408"
4146.05,4144.04,908.092,640.788,"91,414"
4146.06,4144.05,909.006,641.702,"91,420"
4146.07,4144.06,909.920,642.616,"91,427"
4146.08,4144.07,910.834,643.531,"91,432"
4146.09,4144.08,911.749,644.445,"91,438"
4146.10,4144.09,912.663,645.359,"91,443"
4146.11,4144.10,913.578,646.274,"91,449"
4146.12,4144.11,914.492,647.188,"91,454"
4146.13,4144.12,915.407,648.103,"91,459"
4146.14,4144.13,916.321,649.017,"91,464"
4146.15,4144.14,917.236,649.932,"91,469"
4146.16,4144.15,918.151,650.847,"91,474"
4146.17,4144.16,919.065,651.762,"91,479"
4146.18,4144.17,919.980,652.676,"91,483"
4146.19,4144.18,920.895,653.591,"91,488"
4146.20,4144.19,921.810,654.506,"91,493"
4146.21,4144.20,922.725,655.421,"91,497"
4146.22,4144.21,923.640,656.336,"91,502"
4146.23,4144.22,924.555,657.251,"91,506"
4146.24,4144.23,925.470,658.166,"91,510"
4146.25,4144.24,926.385,659.081,"91,515"
4146.26,4144.25,927.300,659.997,"91,519"
4146.27,4144.26,928.215,660.912,"91,523"
4146.28,4144.27,929.131,661.827,"91,528"
4146.29,4144.28,930.046,662.742,"91,532"
4146.30,4144.29,930.961,663.658,"91,536"
4146.31,4144.30,931.877,664.573,"91,540"
4146.32,4144.31,932.792,665.488,"91,544"
4146.33,4144.32,933.708,666.404,"91,548"
4146.34,4144.33,934.623,667.319,"91,552"
4146.35,4144.34,935.539,668.235,"91,556"
4146.36,4144.35,936.454,669.151,"91,560"
4146.37,4144.36,937.370,670.066,"91,564"
4146.38,4144.37,938.286,670.982,"91,568"
4146.39,4144.38,939.201,671.898,"91,572"
4146.40,4144.39,940.117,672.813,"91,576"
4146.41,4144.40,941.033,673.729,"91,580"
4146.42,4144.41,941.949,674.645,"91,583"
4146.43,4144.42,942.864,675.561,"91,587"
4146.44,4144.43,943.780,676.477,"91,591"
4146.45,4144.44,944.696,677.393,"91,595"
4146.46,4144.45,945.612,678.308,"91,599"
4146.47,4144.46,946.528,679.224,"91,602"
4146.48,4144.47,947.444,680.141,"91,606"
4146.49,4144.48,948.360,681.057,"91,610"
4146.50,4144.49,949.276,681.973,"91,613"
4146.51,4144.50,950.193,682.889,"91,617"
4146.52,4144.51,951.109,683.805,"91,621"
4146.53,4144.52,952.025,684.721,"91,624"
4146.54,4144.53,952.941,685.638,"91,628"
4146.55,4144.54,953.858,686.554,"91,631"
4146.56,4144.55,954.774,687.470,"91,635"
4146.57,4144.56,955.690,688.387,"91,638"
4146.58,4144.57,956.607,689.303,"91,642"
4146.59,4144.58,957.523,690.219,"91,645"
4146.60,4144.59,958.440,691.136,"91,649"
4146.61,4144.60,959.356,692.052,"91,652"
4146.62,4144.61,960.273,692.969,"91,656"
4146.63,4144.62,961.189,693.885,"91,659"
4146.64,4144.63,962.106,694.802,"91,663"
4146.65,4144.64,963.022,695.719,"91,666"
4146.66,4144.65,963.939,696.635,"91,670"
4146.67,4144.66,964.856,697.552,"91,673"
4146.68,4144.67,965.773,698.469,"91,676"
4146.69,4144.68,966.689,699.386,"91,680"
4146.70,4144.69,967.606,700.302,"91,683"
4146.71,4144.70,968.523,701.219,"91,687"
4146.72,4144.71,969.440,702.136,"91,690"
4146.73,4144.72,970.357,703.053,"91,693"
4146.74,4144.73,971.274,703.970,"91,697"
4146.75,4144.74,972.191,704.887,"91,700"
4146.76,4144.75,973.108,705.804,"91,703"
4146.77,4144.76,974.025,706.721,"91,707"
4146.78,4144.77,974.942,707.638,"91,710"
4146.79,4144.78,975.859,708.555,"91,713"
4146.80,4144.79,976.776,709.472,"91,716"
4146.81,4144.80,977.693,710.390,"91,720"
4146.82,4144.81,978.611,711.307,"91,723"
4146.83,4144.82,979.528,712.224,"91,726"
4146.84,4144.83,980.445,713.141,"91,729"
4146.85,4144.84,981.362,714.059,"91,732"
4146.86,4144.85,982.280,714.976,"91,736"
4146.87,4144.86,983.197,715.893,"91,739"
4146.88,4144.87,984.115,716.811,"91,742"
4146.89,4144.88,985.032,717.728,"91,745"
4146.90,4144.89,985.949,718.646,"91,748"
4146.91,4144.90,986.867,719.563,"91,752"
4146.92,4144.91,987.784,720.481,"91,755"
4146.93,4144.92,988.702,721.398,"91,758"
4146.94,4144.93,989.620,722.316,"91,761"
4146.95,4144.94,990.537,723.234,"91,764"
4146.96,4144.95,991.455,724.151,"91,767"
4146.97,4144.96,992.373,725.069,"91,770"
4146.98,4144.97,993.290,725.987,"91,773"
4146.99,4144.98,994.208,726.904,"91,777"
4147.00,4144.99,995.126,727.822,"91,780"
4147.01,4145.00,996.044,728.740,"91,784"
4147.02,4145.01,996.962,729.658,"91,788"
4147.03,4145.02,997.879,730.576,"91,790"
4147.04,4145.03,998.797,731.494,"91,793"
4147.05,4145.04,999.715,732.412,"91,795"
4147.06,4145.05,1000.633,733.330,"91,797"
4147.07,4145.06,1001.551,734.248,"91,800"
4147.08,4145.07,1002.469,735.166,"91,802"
4147.09,4145.08,1003.387,736.084,"91,804"
4147.10,4145.09,1004.305,737.002,"91,805"
4147.11,4145.10,1005.223,737.920,"91,807"
4147.12,4145.11,1006.141,738.838,"91,809"
4147.13,4145.12,1007.060,739.756,"91,811"
4147.14,4145.13,1007.978,740.674,"91,813"
4147.15,4145.14,1008.896,741.592,"91,814"
4147.16,4145.15,1009.814,742.510,"91,816"
4147.17,4145.16,1010.732,743.428,"91,818"
4147.18,4145.17,1011.650,744.347,"91,819"
4147.19,4145.18,1012.569,745.265,"91,821"
4147.20,4145.19,1013.487,746.183,"91,823"
4147.21,4145.20,1014.405,747.101,"91,824"
4147.22,4145.21,1015.323,748.019,"91,826"
4147.23,4145.22,1016.241,748.938,"91,827"
4147.24,4145.23,1017.160,749.856,"91,829"
4147.25,4145.24,1018.078,750.774,"91,830"
4147.26,4145.25,1018.996,751.693,"91,832"
4147.27,4145.26,1019.915,752.611,"91,833"
4147.28,4145.27,1020.833,753.529,"91,834"
4147.29,4145.28,1021.751,754.448,"91,836"
4147.30,4145.29,1022.670,755.366,"91,837"
4147.31,4145.30,1023.588,756.284,"91,839"
4147.32,4145.31,1024.507,757.203,"91,840"
4147.33,4145.32,1025.425,758.121,"91,841"
4147.34,4145.33,1026.343,759.040,"91,843"
4147.35,4145.34,1027.262,759.958,"91,844"
4147.36,4145.35,1028.180,760.876,"91,846"
4147.37,4145.36,1029.099,761.795,"91,847"
4147.38,4145.37,1030.017,762.713,"91,848"
4147.39,4145.38,1030.936,763.632,"91,850"
4147.40,4145.39,1031.854,764.550,"91,851"
4147.41,4145.40,1032.773,765.469,"91,852"
4147.42,4145.41,1033.691,766.387,"91,853"
4147.43,4145.42,1034.610,767.306,"91,855"
4147.44,4145.43,1035.528,768.225,"91,856"
4147.45,4145.44,1036.447,769.143,"91,857"
4147.46,4145.45,1037.365,770.062,"91,858"
4147.47,4145.46,1038.284,770.980,"91,860"
4147.48,4145.47,1039.203,771.899,"91,861"
4147.49,4145.48,1040.121,772.818,"91,862"
4147.50,4145.49,1041.040,773.736,"91,863"
4147.51,4145.50,1041.959,774.655,"91,865"
4147.52,4145.51,1042.877,775.573,"91,866"
4147.53,4145.52,1043.796,776.492,"91,867"
4147.54,4145.53,1044.715,777.411,"91,868"
4147.55,4145.54,1045.633,778.329,"91,869"
4147.56,4145.55,1046.552,779.248,"91,871"
4147.57,4145.56,1047.471,780.167,"91,872"
4147.58,4145.57,1048.389,781.086,"91,873"
4147.59,4145.58,1049.308,782.004,"91,874"
4147.60,4145.59,1050.227,782.923,"91,875"
4147.61,4145.60,1051.146,783.842,"91,877"
4147.62,4145.61,1052.064,784.761,"91,878"
4147.63,4145.62,1052.983,785.679,"91,879"
4147.64,4145.63,1053.902,786.598,"91,880"
4147.65,4145.64,1054.821,787.517,"91,881"
4147.66,4145.65,1055.740,788.436,"91,882"
4147.67,4145.66,1056.658,789.355,"91,883"
4147.68,4145.67,1057.577,790.273,"91,885"
4147.69,4145.68,1058.496,791.192,"91,886"
4147.70,4145.69,1059.415,792.111,"91,887"
4147.71,4145.70,1060.334,793.030,"91,888"
4147.72,4145.71,1061.253,793.949,"91,889"
4147.73,4145.72,1062.172,794.868,"91,890"
4147.74,4145.73,1063.090,795.787,"91,891"
4147.75,4145.74,1064.009,796.706,"91,892"
4147.76,4145.75,1064.928,797.625,"91,893"
4147.77,4145.76,1065.847,798.544,"91,894"
4147.78,4145.77,1066.766,799.462,"91,896"
4147.79,4145.78,1067.685,800.381,"91,897"
4147.80,4145.79,1068.604,801.300,"91,898"
4147.81,4145.80,1069.523,802.219,"91,899"
4147.82,4145.81,1070.442,803.138,"91,900"
4147.83,4145.82,1071.361,804.057,"91,901"
4147.84,4145.83,1072.280,804.976,"91,902"
4147.85,4145.84,1073.199,805.895,"91,903"
4147.86,4145.85,1074.118,806.814,"91,904"
4147.87,4145.86,1075.037,807.734,"91,905"
4147.88,4145.87,1075.956,808.653,"91,906"
4147.89,4145.88,1076.875,809.572,"91,907"
4147.90,4145.89,1077.794,810.491,"91,908"
4147.91,4145.90,1078.714,811.410,"91,909"
4147.92,4145.91,1079.633,812.329,"91,910"
4147.93,4145.92,1080.552,813.248,"91,911"
4147.94,4145.93,1081.471,814.167,"91,913"
4147.95,4145.94,1082.390,815.086,"91,914"
4147.96,4145.95,1083.309,816.005,"91,915"
4147.97,4145.96,1084.228,816.925,"91,916"
4147.98,4145.97,1085.147,817.844,"91,917"
4147.99,4145.98,1086.067,818.763,"91,918"
4148.00,4145.99,1086.986,819.682,"91,919"
