date,early_normalized_30_trailing_sum_precipitation,provisional_normalized_30_trailing_sum_precipitation
3/31/2025,0.46128303062964277,NA
4/1/2025,0.4849226059673214,NA
4/2/2025,0.5139350109696522,NA
4/3/2025,0.5479190057039137,NA
4/4/2025,0.5517259324257034,NA
4/5/2025,0.5477987265522558,NA
4/6/2025,0.5189092865987271,NA
4/7/2025,0.5189397433604629,NA
4/8/2025,0.5414646058025323,NA
4/9/2025,0.5506478197687681,NA
4/10/2025,0.5491804826160421,NA
4/11/2025,0.5496909730231075,NA
4/12/2025,0.5513102253121449,NA
4/13/2025,0.5287645770145175,NA
4/14/2025,0.504887016,NA
4/15/2025,0.4682680740715396,NA
4/16/2025,0.3915481493100188,NA
4/17/2025,0.27685594078729814,NA
4/18/2025,0.2752030456076346,NA
4/19/2025,0.280305113,NA
4/20/2025,0.26408437069579205,NA
4/21/2025,0.25238043013413225,NA
4/22/2025,0.21939731742617677,NA
4/23/2025,0.22335635033126713,NA
4/24/2025,0.227648771,NA
4/25/2025,0.2314975496544563,NA
4/26/2025,0.2051911536842237,NA
4/27/2025,0.22128999996567936,NA
4/28/2025,0.2589538038355359,NA
4/29/2025,0.22092998711156653,NA
4/30/2025,0.22872158869565207,0.1723042646283557
5/1/2025,0.1732320453211653,0.18846139593978892
5/2/2025,0.10812227159686032,0.12521170131235304
5/3/2025,0.03120702,0.045801240061339614
5/4/2025,0.027280652153801578,0.042866991
5/5/2025,0.052374855,0.067974369
5/6/2025,0.04945403,0.064566803
5/7/2025,0.062485298,0.077439512
5/8/2025,0.048397819,0.061486106
5/9/2025,0.080308214,0.087130064
5/10/2025,0.084771263,0.091255994
5/11/2025,0.081859554,0.088602926
5/12/2025,0.049339138230563656,0.056399785
5/13/2025,0.028824079054366125,0.037824412528583574
5/14/2025,0.1383998451706066,0.1506773724144074
5/15/2025,0.13765668813969756,0.1499372995929782
5/16/2025,0.13604365373247176,0.14863239872040643
5/17/2025,0.1883330981231732,0.19640113563069156
5/18/2025,0.20781629822971734,0.21586854241275172
5/19/2025,0.21255016367077648,0.21782670408307817
5/20/2025,0.19222188227043893,0.19706331774464345
5/21/2025,0.18817338745676496,0.1928337530855798
5/22/2025,0.17888049762341898,0.1835532224430079
5/23/2025,0.15707918655039727,0.16166349319634626
5/24/2025,0.1527648354072503,0.15754430234213804
5/25/2025,0.16237836608335182,0.1674011768115981
5/26/2025,0.163854111,0.16889489607551794
5/27/2025,0.12485290807695675,0.12499869688910863
5/28/2025,0.0864694,0.081642721
5/29/2025,0.096749139,0.090876445
5/30/2025,0.096803969,0.090888276
5/31/2025,0.088231467,0.082839641
6/1/2025,0.090349789,0.08441354
6/2/2025,0.098346603,0.092219055
6/3/2025,0.098787725,0.093775161
6/4/2025,0.08609676,0.080443935
6/5/2025,0.11775085212208165,0.11190795914720388
6/6/2025,0.085945577,0.079811746
6/7/2025,0.086920421,0.080803959
6/8/2025,0.10009618050537064,0.094488838
6/9/2025,0.11884576437797785,0.11262751142827052
6/10/2025,0.12473006973061337,0.11853700646299398
6/11/2025,0.12454812240540536,0.11849510509772447
6/12/2025,0.12850339296413607,0.12814537306614127
6/13/2025,0.039325401,0.036316207919784654
6/14/2025,0.031058425692782346,0.029362414
6/15/2025,0.032538099362909835,0.030319756
6/16/2025,0.025609890465129462,0.026450650247840945
6/17/2025,0.024080330532537598,0.024829572582387553
6/18/2025,0.010963173167045401,0.014067211
6/19/2025,0.011177046,0.013895738488684887
6/20/2025,0.010626038029671842,0.015620981165319727
6/21/2025,0.012207638585337185,0.017392360884087816
6/22/2025,0.025634431,0.039823355405532175
6/23/2025,0.042802824478672924,0.052974382
6/24/2025,0.04382152,0.053918308436138075
6/25/2025,0.046124250634534174,0.056687447
6/26/2025,0.052744540574814223,0.064256818
6/27/2025,0.054204775,0.067062321
6/28/2025,0.055280557,0.068939198
6/29/2025,0.053581229,0.067714261
6/30/2025,0.056581167,0.070703456
7/1/2025,0.066413807,0.081262582
7/2/2025,0.08055127,0.094474733
7/3/2025,0.096755789,0.11018007044965869
7/4/2025,0.098355125,0.11193265524936477
7/5/2025,0.12000915681423602,0.13233475975802084
7/6/2025,0.1553943361062141,0.16099439262921664
7/7/2025,0.16506785356825532,0.16857763853572075
7/8/2025,0.1790919972179999,0.18284844835640296
7/9/2025,0.18736436299411438,0.19138410739047934
7/10/2025,0.18106721532368136,0.18495185972740738
7/11/2025,0.16441198241385757,0.1679292587606769
7/12/2025,0.1368899001042742,0.12847256142418767
7/13/2025,0.1325830891425942,0.12369037514880878
7/14/2025,0.11583057405101208,0.10571927974633731
7/15/2025,0.1275964536663664,0.11730299062641895
