date,water_year,day_of_water_year,ukl_huc8_mean_swe,williamson_huc8_mean_swe,sprague_huc8_mean_swe,weighted_average_swe,normalized_average_swe,day_after_oct_15,oct_16_nov_30_linear_weight,day_after_may_15_desc,may_16_jun_30_linear_weight,weighted_normalized_avg_swe,,,,,,,,,,,,,,,,,,,,,
4/18/2025,2025,200,25.08,6.05,2.34,6.725871482,0.334352132,NA,NA,NA,NA,0.334352132,25.08,6.05,2.34,6.72587147,0.334362057,,,,,0.334362057,,3.55271E-15,8.88178E-16,0,-1.25037E-08,9.92456E-06,-,-,-,-,9.92456E-06
4/19/2025,2025,201,24.48,5.45,2.06,6.294444657,0.330451735,NA,NA,NA,NA,0.330451735,24.48,5.45,2.06,6.294444645,0.330451199,,,,,0.330451199,,0,0,0,-1.19955E-08,-5.3609E-07,-,-,-,-,-5.3609E-07
4/20/2025,2025,202,23.94,4.775,1.74,5.825114799,0.319341856,NA,NA,NA,NA,0.319341856,23.94,4.775,1.74,5.825114787,0.319333818,,,,,0.319333818,,0,0,-2.22045E-16,-1.14757E-08,-8.03853E-06,-,-,-,-,-8.03853E-06
4/21/2025,2025,203,23.4,4.15,1.38,5.351462892,0.303027344,NA,NA,NA,NA,0.303027344,23.4,4.15,1.38,5.351462881,0.303021698,,,,,0.303021698,,0,0,2.22045E-16,-1.09603E-08,-5.64616E-06,-,-,-,-,-5.64616E-06
4/22/2025,2025,204,22.92,3.75,0.94,4.919333896,0.290912708,NA,NA,NA,NA,0.290912708,22.92,3.75,0.94,4.919333885,0.290909101,,,,,0.290909101,,0,0,1.11022E-16,-1.05173E-08,-3.60679E-06,-,-,-,-,-3.60679E-06
4/23/2025,2025,205,22.34,3.25,0.48,4.429348194,0.266844279,NA,NA,NA,NA,0.266844279,22.34,3.25,0.48,4.429348184,0.266836572,,,,,0.266836572,,0,0,0,-9.99712E-09,-7.70756E-06,-,-,-,-,-7.70756E-06
4/24/2025,2025,206,21.66,2.775,0.2,4.028738018,0.245071964,NA,NA,NA,NA,0.245071964,21.66,2.775,0.2,4.028738008,0.24507809,,,,,0.24507809,,0,0,0,-9.49709E-09,6.12551E-06,-,-,-,-,6.12551E-06
4/25/2025,2025,207,21.16,2.55,0.12,3.842113103,0.238359272,NA,NA,NA,NA,0.238359272,21.16,2.55,0.12,3.842113093,0.238362644,,,,,0.238362644,,0,0,0,-9.20505E-09,3.37208E-06,-,-,-,-,3.37208E-06
4/26/2025,2025,208,20.48,2.325,0.08,3.651680801,0.237739635,NA,NA,NA,NA,0.237739635,20.48,2.325,0.08,3.651680792,0.237745147,,,,,0.237745147,,0,0,0,-8.85338E-09,5.51155E-06,-,-,-,-,5.51155E-06
4/27/2025,2025,209,19.9,2.15,0.06,3.502355607,0.238061148,NA,NA,NA,NA,0.238061148,19.9,2.15,0.06,3.502355598,0.238054709,,,,,0.238054709,,0,0,0,-8.56285E-09,-6.43932E-06,-,-,-,-,-6.43932E-06
4/28/2025,2025,210,19.2,1.925,0.06,3.330230615,0.236052638,NA,NA,NA,NA,0.236052638,19.2,1.925,0.06,3.330230607,0.236051597,,,,,0.236051597,,0,0,0,-8.21476E-09,-1.04039E-06,-,-,-,-,-1.04039E-06
4/29/2025,2025,211,18.52,1.575,0.02,3.097924317,0.227337221,NA,NA,NA,NA,0.227337221,18.52,1.575,0.02,3.097924309,0.227343532,,,,,0.227343532,,0,0,0,-7.82334E-09,6.31101E-06,-,-,-,-,6.31101E-06
4/30/2025,2025,212,17.94,1.275,0.02,2.91726095,0.2157897,NA,NA,NA,NA,0.2157897,17.94,1.275,0.02,2.917260942,0.215794811,,,,,0.215794811,,0,0,0,-7.49881E-09,5.11127E-06,-,-,-,-,5.11127E-06
5/1/2025,2025,213,17.38,1.075,0,2.762325293,0.211138523,NA,NA,NA,NA,0.211138523,17.38,1.075,0,2.762325286,0.211144421,,,,,0.211144421,,3.55271E-15,0,0,-7.20823E-09,5.89774E-06,-,-,-,-,5.89774E-06
5/2/2025,2025,214,16.72,0.8,0,2.578979377,0.204941146,NA,NA,NA,NA,0.204941146,16.72,0.8,0,2.57897937,0.204940512,,,,,0.204940512,,0,0,0,-6.86004E-09,-6.33571E-07,-,-,-,-,-6.33571E-07
5/3/2025,2025,215,16.02,0.475,0,2.373355188,0.197582017,NA,NA,NA,NA,0.197582017,16.02,0.475,0,2.373355182,0.197574855,,,,,0.197574855,,0,0,0,-6.48015E-09,-7.16211E-06,-,-,-,-,-7.16211E-06
5/4/2025,2025,216,15.1,0.075,0,2.112198893,0.174432149,NA,NA,NA,NA,0.174432149,15.1,0.075,0,2.112198887,0.174434608,,,,,0.174434608,,0,0,0,-5.98949E-09,2.45919E-06,-,-,-,-,2.45919E-06
5/5/2025,2025,217,14.52,0,0,2.00690872,0.165450018,NA,NA,NA,NA,0.165450018,14.52,0,0,2.006908714,0.165445184,,,,,0.165445184,,0,0,0,-5.7365E-09,-4.83374E-06,-,-,-,-,-4.83374E-06
5/6/2025,2025,218,14.02,0,0,1.937800293,0.160387377,NA,NA,NA,NA,0.160387377,14.02,0,0,1.937800288,0.160389584,,,,,0.160389584,,0,0,0,-5.53896E-09,2.20696E-06,-,-,-,-,2.20696E-06
5/7/2025,2025,219,13.34,0,0,1.843812832,0.155517277,NA,NA,NA,NA,0.155517277,13.34,0,0,1.843812827,0.155510967,,,,,0.155510967,,-1.77636E-15,0,0,-5.27031E-09,-6.30987E-06,-,-,-,-,-6.30987E-06
5/8/2025,2025,220,12.56,0,0,1.736003686,0.153547115,NA,NA,NA,NA,0.153547115,12.56,0,0,1.736003681,0.153545858,,,,,0.153545858,,-1.77636E-15,0,0,-4.96215E-09,-1.25783E-06,-,-,-,-,-1.25783E-06
