"date","water_year","day_of_water_year","ukl_huc8_mean_swe","williamson_huc8_mean_swe","sprague_huc8_mean_swe","weighted_average_swe","normalized_average_swe","day_after_oct_15","oct_16_nov_30_linear_weight","day_after_may_15_desc","may_16_jun_30_linear_weight","normalized_weighted_avg_swe"
2024-12-16,2025,77,8.64,5.425,3.68,4.950116592405,0.636046557706618,NA,NA,NA,NA,0.636046557706618
2024-12-17,2025,78,9.22,6.025,4.04,5.420922374165,0.669890262770133,NA,NA,NA,NA,0.669890262770133
2024-12-18,2025,79,9.56,6.775,4.24,5.824518319075,0.708666711112272,NA,NA,NA,NA,0.708666711112272
2024-12-19,2025,80,9.76,6.925,4.36,5.965625426705,0.734183301834532,NA,NA,NA,NA,0.734183301834532
2024-12-20,2025,81,9.8,6.875,4.26,5.901725384815,0.7116472675858,NA,NA,NA,NA,0.7116472675858
2024-12-21,2025,82,9.78,6.8,4.24,5.86330082628,0.680477369003628,NA,NA,NA,NA,0.680477369003628
2024-12-22,2025,83,9.8,6.775,4.16,5.815547070115,0.659506724302143,NA,NA,NA,NA,0.659506724302143
2024-12-23,2025,84,9.9,6.875,4.3,5.936618717175,0.677342415935196,NA,NA,NA,NA,0.677342415935196
2024-12-24,2025,85,10.08,6.875,4.2,5.908818633495,0.664235677696885,NA,NA,NA,NA,0.664235677696885
2024-12-25,2025,86,10.12,6.775,4.08,5.817633169475,0.661696351353418,NA,NA,NA,NA,0.661696351353418
2024-12-26,2025,87,10.54,6.75,4.2,5.93052438971,0.668637099376562,NA,NA,NA,NA,0.668637099376562
2024-12-27,2025,88,10.98,7.3,4.4,6.28094362542,0.710613370135885,NA,NA,NA,NA,0.710613370135885
2024-12-28,2025,89,12.58,8.625,5.22,7.377923718725,0.859655542807369,NA,NA,NA,NA,0.859655542807369
2024-12-29,2025,90,13.52,9.65,5.76,8.13568156777,0.933887021859317,NA,NA,NA,NA,0.933887021859317
2024-12-30,2025,91,13.3,10.1,5.82,8.28762771818,0.951610605661222,NA,NA,NA,NA,0.951610605661222
2024-12-31,2025,92,14.1,10.05,5.78,8.36037995577,0.933253687317919,NA,NA,NA,NA,0.933253687317919
2025-01-01,2025,93,14.06,10,5.86,8.38024497688,0.897517020784945,NA,NA,NA,NA,0.897517020784945
2025-01-02,2025,94,14.42,10.15,5.88,8.49078766375,0.911501137082765,NA,NA,NA,NA,0.911501137082765
2025-01-03,2025,95,15.58,10.575,6.2,8.962063978595,0.937387713363124,NA,NA,NA,NA,0.937387713363124
2025-01-04,2025,96,15.58,10.65,6.08,8.92397343569,0.928722008573308,NA,NA,NA,NA,0.928722008573308
2025-01-05,2025,97,15.68,10.4,5.84,8.72761724608,0.878388744809836,NA,NA,NA,NA,0.878388744809836
2025-01-06,2025,98,16.56,10.775,6.04,9.080228302275,0.879207118114476,NA,NA,NA,NA,0.879207118114476
2025-01-07,2025,99,16.9,10.9,6.18,9.24284679362,0.890640446577787,NA,NA,NA,NA,0.890640446577787
2025-01-08,2025,100,16.58,10.775,6.32,9.230494168075,0.873668616852008,NA,NA,NA,NA,0.873668616852008
2025-01-09,2025,101,16.62,10.85,6.4,9.30329053413,0.833445574166583,NA,NA,NA,NA,0.833445574166583
2025-01-10,2025,102,16.6,10.8,6.38,9.27324077492,0.801206553672777,NA,NA,NA,NA,0.801206553672777
2025-01-11,2025,103,16.54,10.875,6.44,9.321679632095,0.786330033166447,NA,NA,NA,NA,0.786330033166447
2025-01-12,2025,104,16.72,10.925,6.48,9.384379911425,0.78512084611439,NA,NA,NA,NA,0.78512084611439
2025-01-13,2025,105,16.74,11.175,6.56,9.513035535675,0.790256758821748,NA,NA,NA,NA,0.790256758821748
2025-01-14,2025,106,16.78,11,6.24,9.29136743888,0.76108265531634,NA,NA,NA,NA,0.76108265531634
2025-01-15,2025,107,16.86,10.925,6.12,9.214085448345,0.718142371476249,NA,NA,NA,NA,0.718142371476249
2025-01-16,2025,108,16.88,10.95,6.2,9.26736787867,0.712721701062806,NA,NA,NA,NA,0.712721701062806
2025-01-17,2025,109,17,10.95,6.24,9.30502554811,0.694469717389602,NA,NA,NA,NA,0.694469717389602
2025-01-18,2025,110,17.08,11.05,6.34,9.40226121113,0.690195632097685,NA,NA,NA,NA,0.690195632097685
2025-01-19,2025,111,16.94,10.95,6.06,9.20191012555,0.672552560334854,NA,NA,NA,NA,0.672552560334854
2025-01-20,2025,112,16.8,10.875,5.68,8.957254721895,0.636868957754266,NA,NA,NA,NA,0.636868957754266
2025-01-21,2025,113,16.34,10.625,5.42,8.672961270565,0.589418110404457,NA,NA,NA,NA,0.589418110404457
2025-01-22,2025,114,16.22,10.825,5.34,8.681230348765,0.542408217376832,NA,NA,NA,NA,0.542408217376832
2025-01-23,2025,115,16.16,10.925,5.2,8.632685770465,0.501424040244445,NA,NA,NA,NA,0.501424040244445
2025-01-24,2025,116,16.18,10.775,5.2,8.585201311595,0.487837367621074,NA,NA,NA,NA,0.487837367621074
2025-01-25,2025,117,16.2,10.475,5.34,8.561218821135,0.483140267604267,NA,NA,NA,NA,0.483140267604267
2025-01-26,2025,118,16.12,10.65,5.76,8.83003736117,0.501729119180039,NA,NA,NA,NA,0.501729119180039
2025-01-27,2025,119,15.9,10.3,5.28,8.42952269922,0.475067234936316,NA,NA,NA,NA,0.475067234936316
2025-01-28,2025,120,16.02,9.625,4.76,7.946057729445,0.444007909267383,NA,NA,NA,NA,0.444007909267383
2025-01-29,2025,121,16.22,9.375,4.42,7.710844107835,0.431728834346447,NA,NA,NA,NA,0.431728834346447
2025-01-30,2025,122,16.26,9.4,4.56,7.79849834568,0.438557236291461,NA,NA,NA,NA,0.438557236291461
2025-01-31,2025,123,16.22,9.425,4.64,7.843487764765,0.442459107614249,NA,NA,NA,NA,0.442459107614249
2025-02-01,2025,124,16.36,9.75,4.76,8.03492545643,0.456961446170142,NA,NA,NA,NA,0.456961446170142
2025-02-02,2025,125,17.32,10.975,5.8,9.125841624155,0.530699107146028,NA,NA,NA,NA,0.530699107146028
2025-02-03,2025,126,18.48,12.025,6.72,10.122562626525,0.597584529434869,NA,NA,NA,NA,0.597584529434869
2025-02-04,2025,127,19.6,12.275,7.82,10.940583787655,0.655138326510659,NA,NA,NA,NA,0.655138326510659
2025-02-05,2025,128,21.18,13.275,9.08,12.157715269215,0.736895327833885,NA,NA,NA,NA,0.736895327833885
2025-02-06,2025,129,21.74,13.55,9.96,12.79081573315,0.781331073434468,NA,NA,NA,NA,0.781331073434468
2025-02-07,2025,130,21.9,13.875,10.18,13.037696879295,0.795512414411954,NA,NA,NA,NA,0.795512414411954
2025-02-08,2025,131,22.52,14.825,11,13.873602465805,0.84304651771231,NA,NA,NA,NA,0.84304651771231
2025-02-09,2025,132,22.38,14.3,10.8,13.57302308562,0.824691891487358,NA,NA,NA,NA,0.824691891487358
2025-02-10,2025,133,22.56,14.45,10.88,13.69029420921,0.82808383729268,NA,NA,NA,NA,0.82808383729268
2025-02-11,2025,134,22.7,14.675,11.04,13.869304350535,0.834136541917821,NA,NA,NA,NA,0.834136541917821
2025-02-12,2025,135,22.74,14.9,11.18,14.02395698298,0.837426400943919,NA,NA,NA,NA,0.837426400943919
2025-02-13,2025,136,22.64,14.775,11.1,13.926118007035,0.819475913026757,NA,NA,NA,NA,0.819475913026757
2025-02-14,2025,137,22.88,15.15,11.38,14.23241357059,0.829867533054241,NA,NA,NA,NA,0.829867533054241
2025-02-15,2025,138,22.86,14.7,11.36,14.06836702218,0.817714225813526,NA,NA,NA,NA,0.817714225813526
2025-02-16,2025,139,23.34,14.125,11,13.752445904985,0.792029968144227,NA,NA,NA,NA,0.792029968144227
2025-02-17,2025,140,23.86,14.85,11.38,14.26736849561,0.815455766308672,NA,NA,NA,NA,0.815455766308672
2025-02-18,2025,141,24.42,15.25,11.68,14.63680407525,0.804049378511277,NA,NA,NA,NA,0.804049378511277
2025-02-19,2025,142,24.64,15.125,11.52,14.541051198665,0.780159513136796,NA,NA,NA,NA,0.780159513136796
2025-02-20,2025,143,25.04,15.375,11.62,14.732765050915,0.764183865133936,NA,NA,NA,NA,0.764183865133936
2025-02-21,2025,144,25.36,15.35,11.66,14.78969129183,0.762753857783009,NA,NA,NA,NA,0.762753857783009
2025-02-22,2025,145,25.56,15.2,11.54,14.7038709258,0.74263826799894,NA,NA,NA,NA,0.74263826799894
2025-02-23,2025,146,25.62,15.475,11.74,14.909644964415,0.747483697781838,NA,NA,NA,NA,0.747483697781838
2025-02-24,2025,147,25.94,15.625,11.8,15.035730624085,0.7441732729959,NA,NA,NA,NA,0.7441732729959
2025-02-25,2025,148,26.14,15.075,11.36,14.647340293175,0.714552085546074,NA,NA,NA,NA,0.714552085546074
2025-02-26,2025,149,25.24,14.875,11.06,14.297909377775,0.689636571982693,NA,NA,NA,NA,0.689636571982693
2025-02-27,2025,150,25,14.925,11.14,14.323630225385,0.691254009513378,NA,NA,NA,NA,0.691254009513378
2025-02-28,2025,151,24.98,14.775,11.06,14.228473798435,0.678310000423678,NA,NA,NA,NA,0.678310000423678
2025-03-01,2025,152,25.22,14.725,10.98,14.202752950825,0.665384763258582,NA,NA,NA,NA,0.665384763258582
2025-03-02,2025,153,25.34,14.7,10.9,14.16882088006,0.653054324489124,NA,NA,NA,NA,0.653054324489124
2025-03-03,2025,154,25.36,14.5,10.7,13.99922858774,0.647459725553398,NA,NA,NA,NA,0.647459725553398
2025-03-04,2025,155,25.56,14.525,10.7,14.035246757865,0.641073114407017,NA,NA,NA,NA,0.641073114407017
2025-03-05,2025,156,25.72,14.45,10.6,13.97955793913,0.631370502560697,NA,NA,NA,NA,0.631370502560697
2025-03-06,2025,157,26,14.6,10.7,14.1211865716,0.63468662504709,NA,NA,NA,NA,0.63468662504709
2025-03-07,2025,158,26.24,14.675,10.84,14.253233778895,0.638561391209553,NA,NA,NA,NA,0.638561391209553
2025-03-08,2025,159,26.1,14.575,10.96,14.263599162915,0.639526825156355,NA,NA,NA,NA,0.639526825156355
2025-03-09,2025,160,26.14,14.775,11,14.357197878635,0.642355979729079,NA,NA,NA,NA,0.642355979729079
2025-03-10,2025,161,26.38,14.85,11.02,14.42603014505,0.638199226122843,NA,NA,NA,NA,0.638199226122843
2025-03-11,2025,162,26.28,14.725,10.94,14.328191169105,0.633378274719889,NA,NA,NA,NA,0.633378274719889
2025-03-12,2025,163,26.32,14.45,10.76,14.14677463937,0.623276167814473,NA,NA,NA,NA,0.623276167814473
2025-03-13,2025,164,26.2,14.225,10.5,13.917849717725,0.612621595777596,NA,NA,NA,NA,0.612621595777596
2025-03-14,2025,165,26.38,14.275,10.56,13.991085820535,0.609942893787479,NA,NA,NA,NA,0.609942893787479
2025-03-15,2025,166,26.9,14.475,10.6,14.151028626175,0.615718826305188,NA,NA,NA,NA,0.615718826305188
2025-03-16,2025,167,27.46,14.825,10.62,14.356213078445,0.628671898010624,NA,NA,NA,NA,0.628671898010624
2025-03-17,2025,168,28.5,15.9,10.96,15.03918397674,0.666289678342971,NA,NA,NA,NA,0.666289678342971
2025-03-18,2025,169,30.06,17.525,11.34,15.999344871225,0.714095704039875,NA,NA,NA,NA,0.714095704039875
2025-03-19,2025,170,30.56,17.55,11.3,16.05575645059,0.72431110931245,NA,NA,NA,NA,0.72431110931245
2025-03-20,2025,171,30.88,17.7,11.46,16.23452122766,0.743558387446292,NA,NA,NA,NA,0.743558387446292
2025-03-21,2025,172,31.06,17.75,11.44,16.26561403655,0.752132168815783,NA,NA,NA,NA,0.752132168815783
2025-03-22,2025,173,31.42,17.975,11.5,16.422352768355,0.773091159970424,NA,NA,NA,NA,0.773091159970424
2025-03-23,2025,174,31.98,18.1,11.58,16.58377149714,0.790406976027885,NA,NA,NA,NA,0.790406976027885
2025-03-24,2025,175,32.4,17.85,11.38,16.45271634777,0.784614282398943,NA,NA,NA,NA,0.784614282398943
2025-03-25,2025,176,32.32,17.75,11.06,16.23958662647,0.77565096420253,NA,NA,NA,NA,0.77565096420253
2025-03-26,2025,177,32.14,17.425,10.5,15.810832144085,0.755749539057707,NA,NA,NA,NA,0.755749539057707
2025-03-27,2025,178,31.78,16.9,9.7,15.16377035162,0.729850530358063,NA,NA,NA,NA,0.729850530358063
2025-03-28,2025,179,31.16,16.05,8.72,14.27707737457,0.692416517203981,NA,NA,NA,NA,0.692416517203981
2025-03-29,2025,180,30.52,15.575,8.12,13.713422696435,0.665804166279948,NA,NA,NA,NA,0.665804166279948
2025-03-30,2025,181,30.56,15.35,8.16,13.66464982363,0.664123707687668,NA,NA,NA,NA,0.664123707687668
2025-03-31,2025,182,30.88,15.325,8,13.616217829745,0.658641119644284,NA,NA,NA,NA,0.658641119644284
2025-04-01,2025,183,31.04,15.25,8.04,13.63427977537,0.64986871502751,NA,NA,NA,NA,0.64986871502751
2025-04-02,2025,184,31.28,15.45,8.32,13.88195174365,0.655044792409028,NA,NA,NA,NA,0.655044792409028
2025-04-03,2025,185,31.54,15.5,8.52,14.03999595914,0.657427430429046,NA,NA,NA,NA,0.657427430429046
2025-04-04,2025,186,31.74,15.5,8.58,14.09924680038,0.661665165883585,NA,NA,NA,NA,0.661665165883585
2025-04-05,2025,187,31.6,15.275,8.46,13.941308306015,0.64968375737311,NA,NA,NA,NA,0.64968375737311
2025-04-06,2025,188,31.78,15.05,8.18,13.74331261709,0.638402740788569,NA,NA,NA,NA,0.638402740788569
2025-04-07,2025,189,31.78,14.35,7.62,13.21381517855,0.599852246743215,NA,NA,NA,NA,0.599852246743215
2025-04-08,2025,190,31.6,13.775,6.94,12.638097762035,0.567139214483985,NA,NA,NA,NA,0.567139214483985
2025-04-09,2025,191,30.68,12.8,6.32,11.8577105548,0.529988922266944,NA,NA,NA,NA,0.529988922266944
2025-04-10,2025,192,30.06,12.275,5.92,11.385428849895,0.504923863319049,NA,NA,NA,NA,0.504923863319049
2025-04-11,2025,193,29.72,11.475,5.36,10.775438483695,0.476286282423656,NA,NA,NA,NA,0.476286282423656
2025-04-12,2025,194,29.1,10.3,4.58,9.88523135022,0.430892653592329,NA,NA,NA,NA,0.430892653592329
2025-04-13,2025,195,28.32,9.425,4.08,9.220908640725,0.403598677807926,NA,NA,NA,NA,0.403598677807926
2025-04-14,2025,196,27.6,8.925,3.82,8.816930814105,0.394874733774912,NA,NA,NA,NA,0.394874733774912
2025-04-15,2025,197,27.24,8.4,3.64,8.49647954952,0.388177652151351,NA,NA,NA,NA,0.388177652151351
2025-04-16,2025,198,26.66,7.65,3.28,7.97542497181,0.369011501165109,NA,NA,NA,NA,0.369011501165109
2025-04-17,2025,199,25.94,6.8,2.82,7.34884171984,0.350637755625153,NA,NA,NA,NA,0.350637755625153
2025-04-18,2025,200,25.08,6.05,2.34,6.72587148213,0.33435213201543,NA,NA,NA,NA,0.33435213201543
2025-04-19,2025,201,24.48,5.45,2.06,6.29444465721,0.330451735468816,NA,NA,NA,NA,0.330451735468816
2025-04-20,2025,202,23.94,4.775,1.74,5.825114798595,0.319341856180856,NA,NA,NA,NA,0.319341856180856
2025-04-21,2025,203,23.4,4.15,1.38,5.35146289167,0.303027343809173,NA,NA,NA,NA,0.303027343809173
2025-04-22,2025,204,22.92,3.75,0.94,4.91933389599,0.290912708219397,NA,NA,NA,NA,0.290912708219397
2025-04-23,2025,205,22.34,3.25,0.48,4.42934819413,0.266844279422254,NA,NA,NA,NA,0.266844279422254
2025-04-24,2025,206,21.66,2.775,0.2,4.028738017515,0.245071964080236,NA,NA,NA,NA,0.245071964080236
2025-04-25,2025,207,21.16,2.55,0.12,3.84211310267,0.23835927183262,NA,NA,NA,NA,0.23835927183262
2025-04-26,2025,208,20.48,2.325,0.08,3.651680801065,0.237739635486003,NA,NA,NA,NA,0.237739635486003
2025-04-27,2025,209,19.9,2.15,0.06,3.50235560699,0.238061147837819,NA,NA,NA,NA,0.238061147837819
2025-04-28,2025,210,19.2,1.925,0.06,3.330230615265,0.236052637883825,NA,NA,NA,NA,0.236052637883825
2025-04-29,2025,211,18.52,1.575,0.02,3.097924317035,0.227337221474646,NA,NA,NA,NA,0.227337221474646
2025-04-30,2025,212,17.94,1.275,0.02,2.917260949815,0.215789699668245,NA,NA,NA,NA,0.215789699668245
2025-05-01,2025,213,17.38,1.075,0,2.762325293495,0.211138522777268,NA,NA,NA,NA,0.211138522777268
2025-05-02,2025,214,16.72,0.8,0,2.57897937728,0.204941145683408,NA,NA,NA,NA,0.204941145683408
2025-05-03,2025,215,16.02,0.475,0,2.373355188255,0.197582017004246,NA,NA,NA,NA,0.197582017004246
2025-05-04,2025,216,15.1,0.075,0,2.112198893375,0.174432149093649,NA,NA,NA,NA,0.174432149093649
2025-05-05,2025,217,14.52,0,0,2.00690872008,0.165450018143446,NA,NA,NA,NA,0.165450018143446
2025-05-06,2025,218,14.02,0,0,1.93780029308,0.16038737734481,NA,NA,NA,NA,0.16038737734481
2025-05-07,2025,219,13.34,0,0,1.84381283236,0.155517276683536,NA,NA,NA,NA,0.155517276683536
2025-05-08,2025,220,12.56,0,0,1.73600368624,0.153547115358217,NA,NA,NA,NA,0.153547115358217
2025-05-09,2025,221,11.7,0,0,1.6171371918,0.148880242294237,NA,NA,NA,NA,0.148880242294237
2025-05-10,2025,222,10.78,0,0,1.48997768612,0.141096371791667,NA,NA,NA,NA,0.141096371791667
2025-05-11,2025,223,9.8,0,0,1.3545251692,0.131622307764066,NA,NA,NA,NA,0.131622307764066
2025-05-12,2025,224,8.74,0,0,1.20801530396,0.118293703873874,NA,NA,NA,NA,0.118293703873874
2025-05-13,2025,225,8.2,0,0,1.1333782028,0.112505281199126,NA,NA,NA,NA,0.112505281199126
2025-05-14,2025,226,8.68,0,0,1.19972229272,0.125231972100209,NA,NA,NA,NA,0.125231972100209
2025-05-15,2025,227,8.46,0,0,1.16931458484,0.125732751058065,NA,NA,NA,NA,0.125732751058065
2025-05-16,2025,228,8.26,0,0,1.14167121404,0.123758397185908,NA,NA,46,1,0.125732751058065
