"date","water_year","day_of_water_year","ukl_huc8_mean_swe","williamson_huc8_mean_swe","sprague_huc8_mean_swe","weighted_average_swe","normalized_average_swe","day_after_oct_15","oct_16_nov_30_linear_weight","day_after_may_15_desc","may_16_jun_30_linear_weight","normalized_weighted_avg_swe"
2025-05-17,2025,229,7.88,0,0,1.08914880952,0.118954653726518,NA,NA,45,0.978260869565217,0.122999430382889
2025-05-18,2025,230,7.42,0,0,1.02556905668,0.116027724480145,NA,NA,44,0.956521739130435,0.120266109707714
2025-05-19,2025,231,7.06,0,0,0.97581098924,0.116154147034877,NA,NA,43,0.934782608695652,0.117532789032539
2025-05-20,2025,232,6.88,0,0,0.95093195552,0.119224166940822,NA,NA,42,0.91304347826087,0.114799468357363
2025-05-21,2025,233,6.62,0,0,0.91499557348,0.119732474938498,NA,NA,41,0.891304347826087,0.112066147682188
2025-05-22,2025,234,6.28,0,0,0.86800184312,0.11885551733808,NA,NA,40,0.869565217391304,0.109332827007013
2025-05-23,2025,235,5.96,0,0,0.82377244984,0.118767654244521,NA,NA,39,0.847826086956522,0.106599506331837
2025-05-24,2025,236,5.6,0,0,0.7740143824,0.119060818704815,NA,NA,38,0.826086956521739,0.103866185656662
2025-05-25,2025,237,5.24,0,0,0.72425631496,0.120568722317296,NA,NA,37,0.804347826086957,0.101132864981487
2025-05-26,2025,238,4.82,0,0,0.66620523628,0.124897869568804,NA,NA,36,0.782608695652174,0.0983995443063114
2025-05-27,2025,239,4.26,0,0,0.58880379804,0.122336130903802,NA,NA,35,0.760869565217391,0.095666223631136
2025-05-28,2025,240,3.86,0,0,0.53351705644,0.119569039991035,NA,NA,34,0.739130434782609,0.0929329029559607
2025-05-29,2025,241,3.42,0,0,0.47270164068,0.104835138762475,NA,NA,33,0.717391304347826,0.0901995822807854
2025-05-30,2025,242,2.72,0,0,0.37594984288,0.0835444095288889,NA,NA,32,0.695652173913043,0.0874662616056101
2025-05-31,2025,243,2.08,0,0,0.28749105632,0.0644743342274053,NA,NA,31,0.673913043478261,0.0847329409304348
2025-06-01,2025,244,1.38,0,0,0.19073925852,0.0438078223518604,NA,NA,30,0.652173913043478,0.0819996202552595
2025-06-02,2025,245,0.62,0,0,0.08569444948,0.0196772559081515,NA,NA,29,0.630434782608696,0.0792662995800842
2025-06-03,2025,246,0.26,0,0,0.03593638204,0.00813224305046391,NA,NA,28,0.608695652173913,0.0765329789049088
2025-06-04,2025,247,0.08,0,0,0.01105734832,0.0025430883900644,NA,NA,27,0.58695652173913,0.0737996582297335
2025-06-05,2025,248,0.02,0,0,0.00276433708,0.000668036993716771,NA,NA,26,0.565217391304348,0.0710663375545582
2025-06-06,2025,249,0,0,0,0,0,NA,NA,25,0.543478260869565,0.0683330168793829
2025-06-07,2025,250,0,0,0,0,0,NA,NA,24,0.521739130434783,0.0655996962042076
2025-06-08,2025,251,0,0,0,0,0,NA,NA,23,0.5,0.0628663755290323
2025-06-09,2025,252,0,0,0,0,0,NA,NA,22,0.478260869565217,0.0601330548538569
2025-06-10,2025,253,0,0,0,0,0,NA,NA,21,0.456521739130435,0.0573997341786816
2025-06-11,2025,254,0,0,0,0,0,NA,NA,20,0.434782608695652,0.0546664135035063
2025-06-12,2025,255,0,0,0,0,0,NA,NA,19,0.41304347826087,0.051933092828331
2025-06-13,2025,256,0,0,0,0,0,NA,NA,18,0.391304347826087,0.0491997721531557
2025-06-14,2025,257,0,0,0,0,0,NA,NA,17,0.369565217391304,0.0464664514779804
2025-06-15,2025,258,0,0,0,0,0,NA,NA,16,0.347826086956522,0.0437331308028051
2025-06-16,2025,259,0,0,0,0,0,NA,NA,15,0.326086956521739,0.0409998101276297
2025-06-17,2025,260,0,0,0,0,0,NA,NA,14,0.304347826086957,0.0382664894524544
2025-06-18,2025,261,0,0,0,0,0,NA,NA,13,0.282608695652174,0.0355331687772791
2025-06-19,2025,262,0,0,0,0,0,NA,NA,12,0.260869565217391,0.0327998481021038
2025-06-20,2025,263,0,0,0,0,0,NA,NA,11,0.239130434782609,0.0300665274269285
2025-06-21,2025,264,0,0,0,0,0,NA,NA,10,0.217391304347826,0.0273332067517532
2025-06-22,2025,265,0,0,0,0,0,NA,NA,9,0.195652173913043,0.0245998860765778
2025-06-23,2025,266,0,0,0,0,0,NA,NA,8,0.173913043478261,0.0218665654014025
2025-06-24,2025,267,0,0,0,0,0,NA,NA,7,0.152173913043478,0.0191332447262272
2025-06-25,2025,268,0,0,0,0,0,NA,NA,6,0.130434782608696,0.0163999240510519
2025-06-26,2025,269,0,0,0,0,0,NA,NA,5,0.108695652173913,0.0136666033758766
2025-06-27,2025,270,0,0,0,0,0,NA,NA,4,0.0869565217391304,0.0109332827007013
2025-06-28,2025,271,0,0,0,0,0,NA,NA,3,0.0652173913043478,0.00819996202552595
2025-06-29,2025,272,0,0,0,0,0,NA,NA,2,0.0434782608695652,0.00546664135035063
2025-06-30,2025,273,0,0,0,0,0,NA,NA,1,0.0217391304347826,0.00273332067517532
2025-07-01,2025,274,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-02,2025,275,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-03,2025,276,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-04,2025,277,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-05,2025,278,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-06,2025,279,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-07,2025,280,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-08,2025,281,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-09,2025,282,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-10,2025,283,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-11,2025,284,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-12,2025,285,0,0,0,0,0,NA,NA,NA,NA,0
2025-07-13,2025,286,0.08,0.025,0,0.019432147645,1,NA,NA,NA,NA,1
2025-07-14,2025,287,0.08,0.025,0,0.019432147645,1,NA,NA,NA,NA,1
2025-07-15,2025,288,0.1,0.025,0,0.022196484725,1,NA,NA,NA,NA,1
2025-07-16,2025,289,0.08,0.025,0,0.019432147645,1,NA,NA,NA,NA,1
2025-07-17,2025,290,0.08,0.025,0,0.019432147645,1,NA,NA,NA,NA,1
