date,month,day,year,day_of_water_year,leap_year_index,period,normalized_30_d_trailing_sum_UKLNI,weight_for_30_d_trailing_sum_UKLNI,normalized_30_trailing_sum_precipitation,weight_for_30_d_trailing_sum_precip,normalized_trailing_sum_31_1095_d_precip_in,weight_for_tot_31_1095_d_trailing_sum_precip,normalized_average_swe,weight_for_normalized_weighted_avg_swe,normalized_3mta_normalized_PDO_lag_0,normalized_3mta_normalized_PDO_CN34_lag_0,climate_index_used,climate_index_lag_0,weight_for_climate_index,wetness_index_v20,normalized_wetness_index_v20,trailing_2_week_mean_nwi_v20,ukl_net_inflow_smoothed
2024-09-25,9,25,2024,361,1,24,0.4827589134846272,0.04087371799999984,0.1986649789011644,0.018642125000000176,0.29299943030183545,0.8595633208,0,0,0,0.00171612103108558,3 mta PDO_CN34,0.00171612103108558,0.49139732800000013,0.27613054965350875,0.027656013917949796,NA,1.4464164089552134
2024-09-26,9,26,2024,362,1,24,0.4749293430082985,0.04458950599999989,0.1983745330255779,0.014913707000000054,0.29386354580208646,0.8595523686000001,0,0,0,0.00171612103108558,3 mta PDO_CN34,0.00171612103108558,0.4951379330000001,0.27757618791093736,0.02703579645059751,NA,1.4109127621924171
2024-09-27,9,27,2024,363,1,24,0.4652735211624386,0.04830529399999994,0.1991550836263319,0.011185289000000154,0.29439223509531287,0.8595414164,0,0,0,0.00171612103108558,3 mta PDO_CN34,0.00171612103108558,0.49887853800000004,0.2786012360783526,0.026924328014526898,NA,1.3418378122998451
2024-09-28,9,28,2024,364,1,24,0.4406025386079476,0.052021081999999996,0.198575020275964,0.0074568710000000316,0.29831113692217825,0.8595304642,0,0,0,0.00171612103108558,3 mta PDO_CN34,0.00171612103108558,0.502619143,0.2816714343770306,0.02781048681108605,0.03684223581731729,1.4099198961693509
2024-09-29,9,29,2024,365,1,24,0.4212531869726903,0.05573686999999983,0.19177896941794928,0.0037284530000001315,0.29347085011728286,0.859519512,0,0,0,0.00171612103108558,3 mta PDO_CN34,0.00171612103108558,0.5063597479999999,0.2773072694851158,0.0223295990842,0.03495599967161963,1.3307656991916397
2024-09-30,9,30,2024,366,1,24,0.4212531869726903,0.05945265799999988,0.19177896941794928,3.5000000231377726e-8,0.29347085011728286,0.8595085598000001,0,0,0,0.00171612103108558,3 mta PDO_CN34,0.00171612103108558,0.5101003530000001,0.2781607300400962,0.0223295990842,0.032767301236325944,1.5439032880266004
2024-10-01,10,1,2024,1,1,1,0.41535520957381655,0.059452606,0.143645085025978,0,0.24282204985478628,0.859508548,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.510100373,0.2941596827408165,0.046067547645525446,0.03200798577254726,1.4281568026320424
2024-10-02,10,2,2024,2,1,1,0.4203768007260349,0.062343699,0.13028483679322472,0,0.2407985953885728,0.852394711,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.529379362,0.2945177217562816,0.0412701011493853,0.03102397771402512,1.0511111876108084
2024-10-03,10,3,2024,3,1,1,0.4120568813217779,0.065234792,0.13008183767076725,0,0.24079357079556324,0.845280874,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.548658351,0.295769395097516,0.03449344751737696,0.029788481067233547,1.31215553598628
2024-10-04,10,4,2024,4,1,1,0.3997753658710077,0.068125885,0.12807701892363446,0,0.23991793907027395,0.838167037,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.5679373400000001,0.2959734311683861,0.028686565513253548,0.029207095923385832,1.2661640242664554
2024-10-05,10,5,2024,5,1,1,0.3815495130563694,0.07101697800000001,0.12718705208723027,0,0.23937779213290217,0.8310532,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.587216329,0.2959755682660452,0.02366788575127857,0.0286638013959816,1.0872079993890147
2024-10-06,10,6,2024,6,1,1,0.3863445562232118,0.07390807099999999,0.1265280722074015,0,0.23920967990816408,0.823939363,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.606495318,0.2978879691860827,0.01953631550695742,0.02805225546779591,1.2064081785121217
2024-10-07,10,7,2024,7,1,1,0.3764271708496909,0.076799164,0.12810782762374595,0,0.23848358309408588,0.816825526,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.625774307,0.29824480951552057,0.014902062087507913,0.02755128845435289,1.2930100198992616
2024-10-08,10,8,2024,8,1,1,0.3575133415945651,0.079690257,0.12838054960447046,0,0.23844721969184096,0.809711689,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.645053296,0.2983961926277023,0.009158082483140647,0.026561987929784724,1.3523309296578645
2024-10-09,10,9,2024,9,1,1,0.34552261334884465,0.08258135,0.12872428747986642,0,0.23791878809843536,0.802597852,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.664332285,0.29861551598207126,0.0025467536339544993,0.024768469338070774,1.4034267103707552
2024-10-10,10,10,2024,10,1,1,0.3366127985724806,0.08547244300000001,0.12768811674473438,0,0.2376765739442226,0.795484015,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.683611274,0.29926403966647996,0,0.022837341020170952,1.45059469115102
2024-10-11,10,11,2024,11,1,1,0.32498851289005376,0.08836353599999999,0.12734600721539446,0,0.23749265606832728,0.788370178,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.702890263,0.2996705900883355,0,0.020914174733419028,1.4890230607045174
2024-10-12,10,12,2024,12,1,1,0.3111383288336002,0.091254629,0.07568979290197125,0,0.2370508279562194,0.781256341,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.722169252,0.2996079259140758,0,0.018927711389770025,1.5197134106029315
2024-10-13,10,13,2024,13,1,1,0.3073552258428474,0.094145722,0.0727218353114739,0,0.24033712791179215,0.774142504,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.7414482410000001,0.30330533859872044,0,0.01733274002661288,1.5294964624958842
2024-10-14,10,14,2024,14,1,1,0.30132569133953496,0.097036815,0.07220766309746718,0,0.24059833792536936,0.7670286669999999,0,0,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.7607272300000001,0.3043958030089229,0,0.015737768663455737,1.6435057648081317
2024-10-15,10,15,2024,15,1,2,0.2862374153124061,0.099927902,0.07220766309746718,0,0.24096025383104183,0.759914835,0,2.9999999984209325e-9,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.780006218,0.3046189932977656,0,0.012447229545918207,1.5622806217801863
2024-10-16,10,16,2024,16,1,2,0.25629589914960754,0.09404979,0.05749590553010966,0,0.2391737736056283,0.756986791,0,0.01293155800000001,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.7464769170000001,0.2940689019046278,0,0.009499365178104971,1.596693868882502
2024-10-17,10,17,2024,17,1,2,0.23160710778821011,0.08817167799999999,0.1055869550642049,0,0.24009522944620507,0.754058747,0,0.02586311300000002,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.7129476160000001,0.28638635590449835,0,0.0070355474982923315,1.8600893599679345
2024-10-18,10,18,2024,18,1,2,0.2226671533179724,0.082293566,0.08413316537423507,0,0.2405127287283035,0.751130703,0,0.038794668000000004,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.679418315,0.27990615144348674,0,0.004986507104488507,1.9134920421631916
2024-10-19,10,19,2024,19,1,2,0.23366136506594937,0.076415454,0.09829186401628832,0,0.2404628700943745,0.7482026589999999,0,0.051726223000000016,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.6458890140000001,0.2747022021034411,0,0.0032959438365400373,1.5545723713388664
2024-10-20,10,20,2024,20,1,2,0.2319746866719341,0.070537342,0.09362321507233638,0,0.24022258656179077,0.7452746149999999,0.105645937458101,0.064657778,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.612359713,0.27516373076685696,1.749260329668161e-4,0.0019129874455407084,1.6729104806278128
2024-10-21,10,21,2024,21,1,2,0.228411292429612,0.06465923,0.08839255479126572,0,0.24026223601936383,0.7423465709999999,0,0.07758933300000004,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.5788304120000001,0.2620712926729374,0,8.485544392901433e-4,1.6474901945073792
2024-10-22,10,22,2024,22,1,2,0.2214800572434728,0.05878111799999999,0.08939439466684643,0,0.2400598000055015,0.739418527,0,0.09052088800000002,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.5453011110000001,0.2554743780813654,0.003869017907979304,4.707641124929045e-4,1.6314279114524906
2024-10-23,10,23,2024,23,1,2,0.2170327199083131,0.052903006,0.0873094324567865,0,0.23646581789954055,0.736490483,0,0.103452443,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.51177181,0.24659369836977713,6.792887526054109e-4,3.3737376382511245e-4,1.7490582578345943
2024-10-24,10,24,2024,24,1,2,0.21178140195679793,0.047024893999999984,0.08686020049431462,0,0.2346621962973087,0.733562439,0,0.11638399800000004,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.4782425090000001,0.23906188334213008,0,3.3737376382511245e-4,1.8418573412156487
2024-10-25,10,25,2024,25,1,2,0.205342905019907,0.04114678199999999,0.08486364434882214,0,0.23099638285577792,0.7306343949999999,0.0880541784313725,0.12931555300000003,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.44471320800000014,0.24157971092646496,0.012808366739061687,0.0012522571023295184,1.9182881356046564
2024-10-26,10,26,2024,26,1,2,0.20580072789859835,0.03526867,0.08453844218157945,0,0.21489039606075305,0.7277063509999999,0.0747209531034483,0.142247108,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.41118390700000007,0.22324041905037195,0.007713744190818236,0.001803238830245107,1.8564549944936464
2024-10-27,10,27,2024,27,1,2,0.21425802518122217,0.02939055800000001,0.08395543051094127,0,0.21673586983345244,0.724778307,0.0244141301519757,0.155178663,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.3776546060000001,0.21215364907802084,0.006523606427874493,0.002269210717950428,1.815751203289542
2024-10-28,10,28,2024,28,1,2,0.18802437520207185,0.023512445999999992,0.15870643695475758,0,0.2182100218420645,0.721850263,0.00420751458143075,0.16811021800000003,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.34412530500000016,0.20363199975922916,0.025008916890737788,0.004055561924431699,2.0538999284133665
2024-10-29,10,29,2024,29,1,2,0.17447890213547643,0.017634334,0.15634924962967467,0,0.2191631863481974,0.718922219,0.0261434825806452,0.18104177300000002,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.3105960040000001,0.20236628652725677,0.04587066994456131,0.00733203834904322,1.9839923011322156
2024-10-30,10,30,2024,30,1,2,0.16438966977334415,0.01175622200000001,0.15232810002968397,0,0.2196078801037537,0.715994175,0.0578715361019108,0.193973328,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.277066703,0.20339754110314429,0.06568821955205358,0.012024054031332762,1.9326487080781944
2024-10-31,10,31,2024,31,1,2,0.14617823447087094,0.005878109999999992,0.17554663473877366,0,0.2195653047054811,0.7130661309999999,0.0358494893800539,0.20690488300000004,0,0.119110098401959,3 mta PDO_CN34,0.119110098401959,0.24353740200000007,0.19384903239256632,0.07209963491482446,0.017174027953820222,1.884978619396536
2024-11-01,11,1,2024,32,1,3,0.13282139270855925,-6.000000052353016e-9,0.2042135383669919,6.999999913048782e-9,0.21710036230332225,0.7101380820000001,0.235866406075544,0.219836417,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.21000808199999998,0.22028732001110912,0.14591629102868636,0.027596620170154962,2.2495305919616935
2024-11-02,11,2,2024,33,1,3,0.1468225536228187,0.02285562299999999,0.35571568062977754,0.03571492799999998,0.21651774077941388,0.723700282,0.436132935905293,0.27270368300000003,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.21929119399999997,0.3065836703716975,0.2400851208177774,0.04474555737142478,2.590829342101488
2024-11-03,11,3,2024,34,1,3,0.15533626496781397,0.045711251999999925,0.39804652822925274,0.07142984899999982,0.2047746915445217,0.737262482,1,0.32557094900000005,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.228574306,0.5276017691233139,0.49822559533415467,0.08032060517865248,2.7852993725415
2024-11-04,11,4,2024,35,1,3,0.1593752899633997,0.06856688099999997,0.4322401388737201,0.10714476999999989,0.20434303951833263,0.750824682,1,0.3784382150000001,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.237857418,0.6052597763646131,0.5601690161603545,0.12033267776153496,2.8043822849134195
2024-11-05,11,5,2024,36,1,3,0.16503207946203918,0.0914225099999999,0.4441262573634692,0.14285969099999996,0.20687040818579375,0.7643868819999999,0.729531807147037,0.4313054810000001,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.24714052999999997,0.5681016296664736,0.4784265178841023,0.15422964204554374,2.680646457397576
2024-11-06,11,6,2024,37,1,3,0.17291594370955618,0.11427813899999995,0.4581219125074744,0.1785746119999998,0.2038469338054587,0.7779490819999999,0.560642250219498,0.4841727470000001,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.256423642,0.5490163606511794,0.42255293678350964,0.18436347404775116,2.6115191996712177
2024-11-07,11,7,2024,38,1,3,0.17004833226895502,0.137133768,0.4522039516983563,0.21428953299999987,0.2005607701866704,0.7915112820000001,0.428486041567913,0.5370400129999999,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.265706754,0.5271293987384085,0.3751336763826534,0.21115873664651214,2.5441433511910563
2024-11-08,11,8,2024,39,1,3,0.15596365170272014,0.15998939699999992,0.4470931100677787,0.25000445399999993,0.19910707275898432,0.8050734820000001,0.365248724901108,0.5899072790000002,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.27498986599999997,0.5311642228481249,0.35412400662294474,0.23553842520964663,2.481810072694284
2024-11-09,11,9,2024,40,1,3,0.14415623047035678,0.18284502599999997,0.4138290686689881,0.285719375,0.1992179617108832,0.818635682,0.264806715381781,0.642774545,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.28427297799999995,0.4972034207451048,0.26154145170026644,0.2536689757460358,2.4344313681039247
2024-11-10,11,10,2024,41,1,3,0.1561693397115614,0.2057006549999999,0.41426452798722097,0.32143429599999984,0.1938091217074679,0.832197882,0.247684594178203,0.6956418110000002,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.29355609,0.5188090255328888,0.2293048480380091,0.2695819215753311,2.3992855049690105
2024-11-11,11,11,2024,42,1,3,0.17300177508104642,0.22855628399999994,0.419593511743156,0.3571492169999999,0.18590921407033192,0.845760082,0.228155762836197,0.748509077,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.302839202,0.5379786741768574,0.17545031871964004,0.28032773599168126,2.3705361889246506
2024-11-12,11,12,2024,43,1,3,0.1904004880077156,0.251411913,0.4473968742463136,0.392864138,0.17574179795153086,0.8593222819999999,0.203983386851057,0.8013763429999998,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.31212231399999996,0.5593212499572722,0.15644812401016248,0.28822612556779564,2.215221165620364
2024-11-13,11,13,2024,44,1,3,0.19622329705408476,0.2742675419999999,0.4676758725604647,0.4285790589999998,0.176270424533287,0.8728844819999999,0.274810346758645,0.8542436090000001,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.321405426,0.6647027982702824,0.203371181555758,0.2980606228537745,2.344549807677458
2024-11-14,11,14,2024,45,1,3,0.206568679060691,0.29712317099999985,0.5864331034085151,0.4642939799999999,0.17632550783457893,0.8864466820000001,0.277558470533659,0.9071108749999999,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.330688538,0.7641940225556625,0.24375018809914595,0.31032137665265463,2.5713089680001606
2024-11-15,11,15,2024,46,1,4,0.23169741189198245,0.3199788200000002,0.5977363728860301,0.5000089059999999,0.1763581465149356,0.900008879,0.504996767922916,0.9599781790000002,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.339971665,1.039612927020728,0.40253856659169635,0.32865153919286966,2.8895060439241305
2024-11-16,11,16,2024,47,1,4,0.2508714316420965,0.35873331100000017,0.5851919696071286,0.503740028,0.17765196004694656,0.8475035099999997,0.563764359503127,0.9074868420000004,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.347469925,1.0705506265499134,0.4078575690815737,0.3406352854974265,2.8713914175899413
2024-11-17,11,17,2024,48,1,4,0.2390072767245945,0.3974878020000001,0.6141373526308938,0.50747115,0.17973705891442554,0.7949981409999998,0.478654132222394,0.8549955050000002,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.354968185,0.9829071879271469,0.3430986963504654,0.3295547927128773,2.5738359015885695
2024-11-18,11,18,2024,49,1,4,0.20602387746272816,0.43624229300000006,0.6900568671634304,0.511202272,0.18407446006506273,0.7424927719999999,0.423626737772578,0.802504168,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.36246644499999997,0.9438904017899938,0.31361590706185116,0.3119438563486985,2.731981638503451
2024-11-19,11,19,2024,50,1,4,0.19632725920364524,0.474996784,0.7173298497870997,0.514933394,0.18421614723888913,0.6899874029999999,0.437115468833955,0.7500128310000003,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.369964705,0.9427094909888043,0.31629409031920647,0.3003629686654916,2.8591819092458257
2024-11-20,11,20,2024,51,1,4,0.1975128131768502,0.5137512750000002,0.7856418814166611,0.518664516,0.1835517993709922,0.637482034,0.45394946630289,0.6975214940000001,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.377462965,0.9682453518114807,0.3568116891324017,0.29566716526184106,2.6600934343430858
2024-11-21,11,21,2024,52,1,4,0.21361623852844824,0.5525057659999999,0.8990338972246471,0.522395638,0.17867807659910992,0.5849766649999997,0.475941732972912,0.6450301570000003,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.384961225,1.0253420005038643,0.4153651929414153,0.2985408450160384,3.4525781198186456
2024-11-22,11,22,2024,53,1,4,0.2502236723940262,0.5912602570000001,1,0.5261267599999999,0.17691721685405,0.5324712959999998,0.739640148691681,0.5925388200000001,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.392459485,1.2331993409881734,0.5302444348035562,0.3111208756003677,4.50862791537965
2024-11-23,11,23,2024,54,1,4,0.29400369926112174,0.6300147480000002,1,0.529857882,0.1778573421844824,0.47996592699999985,0.8604129418337,0.5400474830000004,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.399957745,1.2922795765481028,0.48834621853099147,0.3273212160882767,4.923121658064551
2024-11-24,11,24,2024,55,1,4,0.31428215519660846,0.668769239,1,0.533589004,0.1817610566882406,0.42746055799999993,0.757095323577972,0.4875561460000002,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.407456005,1.2182684158350097,0.453888319022166,0.34336289258714503,5.137617340908806
2024-11-25,11,25,2024,56,1,4,0.3262412441329229,0.7075237300000001,0.9652670797224964,0.537320126,0.1852165295568461,0.374955189,0.747475757014755,0.435064809,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.414954265,1.1723134532587234,0.4343922209939697,0.3618587427495972,4.779777205181403
2024-11-26,11,26,2024,57,1,4,0.3340631790485518,0.7462782210000003,0.9639372882914178,0.541051248,0.19474155229676332,0.32244981999999967,0.703637376758124,0.38257347200000025,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.42245252499999997,1.1315245195380297,0.4218027000757572,0.3808126410399968,4.780366750650386
2024-11-27,11,27,2024,58,1,4,0.36181820896868344,0.785032712,0.917544505187186,0.54478237,0.19847785216849043,0.26994445099999975,0.712926063424494,0.33008213500000005,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.429950785,1.1020062438041074,0.4266552316932292,0.39676150176410185,4.786827924342017
2024-11-28,11,28,2024,59,1,4,0.38026936567885217,0.8237872030000002,0.8817982174950693,0.548513492,0.19817069364948983,0.21743908199999984,0.719091747706086,0.2775907980000003,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.437449045,1.0693547472288367,0.4179594463453823,0.40920502021026156,4.652152156143768
2024-11-29,11,29,2024,60,1,4,0.3902889552377459,0.8625416940000004,0.8728649108868161,0.5522446139999999,0.20120230686899124,0.16493371299999993,0.676055016135744,0.2250994610000001,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.44494730499999996,1.0342615833325168,0.4253648042020154,0.4108354657538558,4.256796386035601
2024-11-30,11,30,2024,61,1,4,0.4034515601632974,0.9012961850000001,0.8252054325648382,0.5559757359999999,0.19893151382182592,0.11242834400000001,0.665711910769872,0.17260812400000036,0,0.0679214759393962,3 mta PDO_CN34,0.0679214759393962,0.452445565,0.9904271449967905,0.41540941399229764,0.41137488324747895,3.933037382643122
2024-12-01,12,1,2024,62,1,5,0.4060506270874336,0.940050635,0.7423950673709493,0.559706847,0.1960412887970293,0.05992300199999967,0.647220590402631,0.12011675,0,0,3 mta PDO,0,0.45994381500000003,0.8867211686151488,0.41139624991327894,0.41625327993053707,3.804037691706077
2024-12-02,12,2,2024,63,1,5,0.403871606472545,0.927187056,0.6193735574112373,0.5740044630000001,0.18165237866195713,0.10849187599999999,0.667649259182297,0.12296216100000001,0,0,3 mta PDO,0,0.455657115,0.8317911150655088,0.35754751252528644,0.4193912517493539,3.5487871018015684
2024-12-03,12,3,2024,64,1,5,0.392857082997519,0.9143234769999999,0.5893444867680145,0.588302079,0.19491294949720173,0.15706074999999986,0.674568445084913,0.125807572,0,0,3 mta PDO,0,0.451370415,0.8213900331598708,0.33377441046333584,0.4206398460453631,3.357319721915691
2024-12-04,12,4,2024,65,1,5,0.3767465261541251,0.9014598979999999,0.5477328978145116,0.6025996950000001,0.199118955515474,0.20562962399999973,0.634712284719735,0.128652983,0,0,3 mta PDO,0,0.44708371500000005,0.7922879469331017,0.3103924482568165,0.41732418598282134,3.2263328257090347
2024-12-05,12,5,2024,66,1,5,0.3517373368022753,0.8885963189999999,0.5477573034650982,0.616897311,0.200246266097462,0.25419849800000005,0.616941759391566,0.13149839400000002,0,0,3 mta PDO,0,0.442797015,0.7824916609492037,0.3014700288991513,0.4091888171226596,3.1246004204419897
2024-12-06,12,6,2024,67,1,5,0.3333085104154315,0.8757327399999999,0.5558098643339262,0.6311949270000001,0.2019255102384548,0.3027673719999999,0.604624385884673,0.134343805,0,0,3 mta PDO,0,0.43851031500000004,0.7850775385057482,0.3033210592927586,0.39298000458617405,3.041204321211543
2024-12-07,12,7,2024,68,1,5,0.32423256963825786,0.8628691609999999,0.5405433045985052,0.645492543,0.20624706832322967,0.3513362459999998,0.571306927785826,0.137189216,0,0,3 mta PDO,0,0.434223615,0.7795261778710454,0.2986432144813102,0.3794297900111968,2.829564295485042
2024-12-08,12,8,2024,69,1,5,0.31369733068782546,0.850005582,0.5433038800790393,0.6597901589999999,0.20723866336518396,0.39990511999999967,0.569446626638138,0.140034627,0,0,3 mta PDO,0,0.42993691500000003,0.7877290840651912,0.3010851600740016,0.36851527865775646,2.7861500938387715
2024-12-09,12,9,2024,70,1,5,0.3055817145577004,0.837142003,0.5766002419394076,0.6740877750000001,0.19992906857214823,0.448473994,0.550446867530459,0.14288003800000001,0,0,3 mta PDO,0,0.425650215,0.8128053200073888,0.30591421758936355,0.35933827841457033,2.7405295086761123
2024-12-10,12,10,2024,71,1,5,0.2952555338503892,0.824278424,0.54626708634977,0.6883853910000002,0.1970855894151305,0.49704286799999986,0.545934872516756,0.145725449,0,0,3 mta PDO,0,0.421363515,0.7969316389734236,0.30533250681630414,0.35101897889603795,2.703754861735063
2024-12-11,12,11,2024,72,1,5,0.2907784409153229,0.8114148449999999,0.5081163461823515,0.7026830070000001,0.19333652060035872,0.5456117419999997,0.53603669795137,0.14857086,0,0,3 mta PDO,0,0.41707681500000005,0.778112774609092,0.30589135292286157,0.34239298755529746,2.6738552005372807
2024-12-12,12,12,2024,73,1,5,0.2856537947828026,0.7985512659999999,0.4921098742961449,0.7169806230000002,0.19441756404962385,0.594180616,0.506843404632757,0.15141627100000002,0,0,3 mta PDO,0,0.412790115,0.7732059299974741,0.3066438546667344,0.33444187386396546,2.64669134390149
